gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000068536	0	0	0	0	0	0
ENSMUSG00000068537	0	0	0	0	0	0
ENSMUSG00000068547	0	0	0	0	0	0
ENSMUSG00000068551	13	1	0	6	0	0
ENSMUSG00000068566	19	2	10	29	1	3
ENSMUSG00000068574	0	0	0	0	0	0
ENSMUSG00000068579	3	2	1	0	0	3
ENSMUSG00000068580	111	94	163	319	168	188
ENSMUSG00000068587	11	0	1	0	1	2
ENSMUSG00000068600	0	0	0	3	2	0
ENSMUSG00000068601	47	34	44	66	56	32
ENSMUSG00000068604	10	9	11	3	4	5
ENSMUSG00000068606	0	0	0	0	0	0
ENSMUSG00000068614	0	3	0	0	0	0
ENSMUSG00000068615	0	0	0	0	0	0
ENSMUSG00000068617	0	0	1	0	0	0
ENSMUSG00000068629	0	3	0	0	3	7
ENSMUSG00000068631	0	0	0	0	0	0
ENSMUSG00000068647	0	0	0	0	0	0
ENSMUSG00000068663	246	374	480	467	407	355
ENSMUSG00000068674	2	10	6	7	13	2
ENSMUSG00000068680	0	0	0	0	0	0
ENSMUSG00000068686	113	87	117	152	142	187
ENSMUSG00000068689	1	1	1	0	4	2
ENSMUSG00000068696	0	0	0	0	0	0
ENSMUSG00000068697	0	0	0	0	0	0
ENSMUSG00000068699	0	0	0	2	0	0
ENSMUSG00000068706	50	58	68	108	70	82
ENSMUSG00000068732	598	671	965	1194	1010	1393
ENSMUSG00000068735	1	0	0	7	1	0
ENSMUSG00000068739	2332	3088	4059	6578	5539	12168
ENSMUSG00000068740	13	3	6	30	13	6
ENSMUSG00000068742	153	188	210	875	185	231
ENSMUSG00000068744	250	267	333	1134	457	1226
ENSMUSG00000068745	0	0	0	0	0	0
ENSMUSG00000068747	72	16	7	113	13	24
ENSMUSG00000068748	0	0	0	1	0	0
ENSMUSG00000068749	1418	1751	2338	4232	1973	2045
ENSMUSG00000068758	17	0	0	6	2	0
ENSMUSG00000068762	0	0	0	1	0	0
ENSMUSG00000068776	0	0	0	0	0	0
ENSMUSG00000068794	1	0	0	0	0	0
ENSMUSG00000068798	3514	4188	5789	7787	5140	6195
ENSMUSG00000068806	0	0	0	0	0	0
ENSMUSG00000068808	0	0	0	0	0	0
ENSMUSG00000068809	0	0	0	0	0	0
ENSMUSG00000068810	0	0	0	0	0	0
ENSMUSG00000068814	0	0	0	0	0	0
ENSMUSG00000068815	0	0	0	0	0	0
ENSMUSG00000068816	0	0	0	0	0	0
ENSMUSG00000068817	0	0	0	0	0	0
ENSMUSG00000068818	0	0	0	0	0	0
ENSMUSG00000068819	0	0	0	0	0	0
ENSMUSG00000068823	4151	4818	6528	7351	5986	7108
ENSMUSG00000068824	0	0	0	0	0	0
ENSMUSG00000068854	320	358	502	821	776	1096
ENSMUSG00000068855	13	54	12	50	8	47
ENSMUSG00000068856	1324	1526	1954	2917	1771	2042
ENSMUSG00000068859	0	0	0	4	4	0
ENSMUSG00000068860	1	4	0	1	1	0
ENSMUSG00000068874	232	132	156	490	240	451
ENSMUSG00000068876	64	92	108	135	71	83
ENSMUSG00000068877	3	6	1	3	0	2
ENSMUSG00000068879	0	0	0	0	0	0
ENSMUSG00000068882	2081	2226	2948	6591	3001	4332
ENSMUSG00000068885	0	0	0	0	0	0
ENSMUSG00000068887	0	0	0	0	0	0
ENSMUSG00000068888	0	0	0	0	0	0
ENSMUSG00000068889	0	0	0	0	0	0
ENSMUSG00000068890	0	0	0	0	0	0
ENSMUSG00000068893	0	0	0	0	0	0
ENSMUSG00000068917	514	383	569	1599	714	1238
ENSMUSG00000068921	956	1236	1668	2213	1594	1944
ENSMUSG00000068922	128	36	43	201	41	65
ENSMUSG00000068923	10	12	11	27	11	7
ENSMUSG00000068940	0	0	0	0	0	0
ENSMUSG00000068947	1	0	0	0	0	0
ENSMUSG00000068948	0	0	0	0	0	0
ENSMUSG00000068950	0	0	2	0	0	0
ENSMUSG00000068957	0	0	0	3	0	0
ENSMUSG00000068959	4	7	7	27	5	8
ENSMUSG00000068962	2	0	1	2	0	0
ENSMUSG00000068964	0	38	0	370	0	0
ENSMUSG00000068966	102	66	79	153	101	108
ENSMUSG00000068969	4	8	3	5	4	4
ENSMUSG00000068999	0	0	0	0	0	0
ENSMUSG00000069008	237	362	303	1542	2	43
ENSMUSG00000069011	14	21	26	62	38	8
ENSMUSG00000069014	4434	4590	5880	12209	6631	7804
ENSMUSG00000069020	246	240	265	623	280	380
ENSMUSG00000069036	0	0	0	0	0	0
ENSMUSG00000069038	0	0	0	0	0	0
ENSMUSG00000069041	1	2	2	0	1	0
ENSMUSG00000069044	0	0	0	0	0	2
ENSMUSG00000069045	358	418	307	1467	542	1443
ENSMUSG00000069049	364	591	437	1676	652	1777
ENSMUSG00000069053	0	1	0	0	0	0
ENSMUSG00000069072	1	0	0	1	0	1
ENSMUSG00000069074	0	0	0	0	0	0
ENSMUSG00000069080	0	0	0	0	0	0
ENSMUSG00000069083	404	634	715	0	601	937
ENSMUSG00000069085	0	0	0	0	0	0
ENSMUSG00000069089	268	200	347	699	328	408
ENSMUSG00000069094	290	202	305	556	302	410
ENSMUSG00000069114	15	6	1	42	7	2
ENSMUSG00000069117	31	62	66	19	58	82
ENSMUSG00000069118	0	0	0	0	0	0
ENSMUSG00000069125	3	4	3	0	3	3
ENSMUSG00000069132	0	0	0	0	0	0
ENSMUSG00000069135	198	151	244	717	213	381
ENSMUSG00000069136	0	2	0	1	0	0
ENSMUSG00000069170	0	0	0	0	0	0
ENSMUSG00000069171	1	0	1	1	0	0
ENSMUSG00000069184	5	0	2	7	0	0
ENSMUSG00000069188	0	0	0	0	0	0
ENSMUSG00000069189	0	0	0	0	0	0
ENSMUSG00000069196	0	1	0	0	0	1
ENSMUSG00000069206	711	452	586	1562	722	1009
ENSMUSG00000069208	108	103	171	228	132	167
ENSMUSG00000069223	0	0	2	0	2	3
ENSMUSG00000069227	0	0	0	0	0	0
ENSMUSG00000069236	3	5	10	0	2	13
ENSMUSG00000069237	479	599	735	1254	783	1015
ENSMUSG00000069248	0	0	0	0	0	0
ENSMUSG00000069255	4	0	2	6	0	0
ENSMUSG00000069258	0	0	0	0	0	0
ENSMUSG00000069259	0	0	0	0	0	0
ENSMUSG00000069265	11	94	50	91	29	78
ENSMUSG00000069266	35	106	43	70	44	111
ENSMUSG00000069267	34	97	23	42	15	43
ENSMUSG00000069268	30	43	35	27	20	55
ENSMUSG00000069270	115	83	85	283	68	100
ENSMUSG00000069272	46	58	35	123	56	112
ENSMUSG00000069273	11	50	16	32	23	33
ENSMUSG00000069274	18	85	23	63	24	83
ENSMUSG00000069280	0	0	0	0	0	0
ENSMUSG00000069289	6	9	12	0	3	16
ENSMUSG00000069292	0	0	0	0	0	0
ENSMUSG00000069294	0	0	0	0	0	0
ENSMUSG00000069295	0	0	0	0	0	0
ENSMUSG00000069296	0	0	0	0	0	0
ENSMUSG00000069297	0	0	0	0	0	0
ENSMUSG00000069299	0	0	0	0	0	0
ENSMUSG00000069300	149	254	187	256	149	380
ENSMUSG00000069301	73	155	118	96	55	138
ENSMUSG00000069302	29	76	38	0	32	55
ENSMUSG00000069303	93	8	7	173	12	36
ENSMUSG00000069305	13	59	37	41	20	142
ENSMUSG00000069306	39	114	65	91	33	136
ENSMUSG00000069307	48	56	45	112	41	44
ENSMUSG00000069308	30	54	34	72	49	88
ENSMUSG00000069309	24	50	58	133	32	202
ENSMUSG00000069310	50	119	80	202	77	153
ENSMUSG00000069315	1	0	0	0	0	0
ENSMUSG00000069324	11	0	2	0	0	0
ENSMUSG00000069355	0	0	0	0	0	0
ENSMUSG00000069372	0	0	0	0	0	0
ENSMUSG00000069376	3	4	3	0	3	4
ENSMUSG00000069378	0	0	0	0	0	0
ENSMUSG00000069379	0	1	2	11	4	2
ENSMUSG00000069385	0	0	0	0	0	0
ENSMUSG00000069390	0	0	0	0	0	0
ENSMUSG00000069421	0	0	0	0	0	0
ENSMUSG00000069430	0	0	0	0	0	0
ENSMUSG00000069439	2	8	12	0	5	9
ENSMUSG00000069441	0	0	0	0	0	0
ENSMUSG00000069456	0	1	1	0	1	0
ENSMUSG00000069475	0	0	0	0	0	0
ENSMUSG00000069476	0	0	0	0	0	0
ENSMUSG00000069495	573	571	741	1170	713	1052
ENSMUSG00000069515	0	0	0	0	1	0
ENSMUSG00000069516	149	3	10	54	9	8
ENSMUSG00000069518	0	0	0	0	0	0
ENSMUSG00000069520	101	133	176	300	160	245
ENSMUSG00000069539	858	1147	1545	1819	1364	1319
ENSMUSG00000069540	2	1	0	0	0	1
ENSMUSG00000069554	0	0	0	0	0	0
ENSMUSG00000069565	2488	3239	4418	6310	4368	5987
ENSMUSG00000069581	0	0	0	0	0	0
ENSMUSG00000069582	0	0	0	0	0	0
ENSMUSG00000069583	0	0	0	0	0	0
ENSMUSG00000069584	0	0	0	0	0	0
ENSMUSG00000069588	0	0	0	0	0	0
ENSMUSG00000069601	14	22	16	102	14	6
ENSMUSG00000069607	1	0	0	0	0	0
ENSMUSG00000069609	1	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0
ENSMUSG00000069622	0	0	106	92	0	0
ENSMUSG00000069631	131	196	241	366	192	303
ENSMUSG00000069633	4	2	5	27	4	6
ENSMUSG00000069662	96	11	25	182	19	4
ENSMUSG00000069668	0	0	0	0	0	0
ENSMUSG00000069670	0	0	0	0	0	0
ENSMUSG00000069678	222	181	283	457	274	393
ENSMUSG00000069682	9520	13924	19296	21504	17367	22598
ENSMUSG00000069706	0	0	0	0	0	0
ENSMUSG00000069707	0	0	0	0	0	0
ENSMUSG00000069708	0	0	0	0	0	0
ENSMUSG00000069712	0	0	0	0	0	0
ENSMUSG00000069713	3	8	11	18	6	21
ENSMUSG00000069717	0	0	0	0	0	0
ENSMUSG00000069718	0	0	0	0	0	0
ENSMUSG00000069720	0	0	0	0	0	0
ENSMUSG00000069721	0	0	0	0	0	0
ENSMUSG00000069722	0	0	0	0	0	0
ENSMUSG00000069727	19	11	16	74	19	43
ENSMUSG00000069729	614	707	873	1076	915	1620
ENSMUSG00000069733	0	0	0	0	0	0
ENSMUSG00000069743	15	1	9	30	11	11
ENSMUSG00000069744	1218	1744	2355	3496	1927	2079
ENSMUSG00000069755	26	4	18	45	27	27
ENSMUSG00000069763	0	0	0	0	0	0
ENSMUSG00000069769	344	390	535	1356	729	1245
ENSMUSG00000069785	0	0	0	0	0	0
ENSMUSG00000069792	1	1	0	0	0	0
ENSMUSG00000069793	315	485	640	237	576	698
ENSMUSG00000069796	0	0	0	0	0	0
ENSMUSG00000069804	1	4	3	5	2	3
ENSMUSG00000069805	1	0	0	2	0	0
ENSMUSG00000069806	0	0	0	0	0	0
ENSMUSG00000069808	10	11	8	27	10	25
ENSMUSG00000069814	11482	7970	11154	13239	11914	10571
ENSMUSG00000069816	0	0	0	0	0	0
ENSMUSG00000069818	0	0	0	0	0	0
ENSMUSG00000069823	0	0	0	0	0	0
ENSMUSG00000069824	0	0	0	0	0	0
ENSMUSG00000069825	0	0	0	0	0	0
ENSMUSG00000069830	2	0	0	0	0	0
ENSMUSG00000069833	16	8	11	56	7	9
ENSMUSG00000069835	2	0	1	16	0	1
ENSMUSG00000069844	54	57	92	170	88	84
ENSMUSG00000069855	0	0	0	0	0	0
ENSMUSG00000069862	2	10	10	20	5	10
ENSMUSG00000069867	0	0	0	1	0	0
ENSMUSG00000069873	0	0	0	0	0	0
ENSMUSG00000069874	121	68	391	265	129	123
ENSMUSG00000069890	0	0	0	0	0	0
ENSMUSG00000069892	8	0	0	0	0	0
ENSMUSG00000069893	3	0	0	0	0	0
ENSMUSG00000069895	213	243	324	528	264	314
ENSMUSG00000069899	26	11	22	83	24	39
ENSMUSG00000069910	884	1021	1396	1660	1269	1585
ENSMUSG00000069911	0	0	0	0	0	0
ENSMUSG00000069913	0	0	3	1	0	0
ENSMUSG00000069917	5378509	3940641	5948302	5553422	4528088	4616396
ENSMUSG00000069919	1701680	1319518	2106433	2752383	1509735	1861460
ENSMUSG00000069920	40	38	46	91	47	101
ENSMUSG00000069922	0	0	0	0	0	0
ENSMUSG00000069925	0	0	0	0	0	0
ENSMUSG00000069939	26	39	23	493	29	31
ENSMUSG00000069962	0	0	2	0	0	1
ENSMUSG00000069971	0	0	0	0	0	0
ENSMUSG00000069972	2014	3143	3986	3377	3858	4909
ENSMUSG00000069986	0	0	6	0	2	3
ENSMUSG00000069996	0	278	353	0	259	518
ENSMUSG00000069998	0	0	0	0	0	0
ENSMUSG00000070000	576	460	632	1088	760	1749
ENSMUSG00000070002	371	397	620	854	602	821
ENSMUSG00000070003	512	433	557	1116	616	675
ENSMUSG00000070023	0	0	0	0	0	0
ENSMUSG00000070025	4	8	5	5	1	4
ENSMUSG00000070031	29	22	8	32	10	15
ENSMUSG00000070034	19	9	9	20	2	13
ENSMUSG00000070044	2	0	0	1	0	0
ENSMUSG00000070047	2	0	0	9	0	0
ENSMUSG00000070056	839	834	1198	870	1085	1499
ENSMUSG00000070063	0	0	0	0	0	0
ENSMUSG00000070065	10	6	14	0	8	15
ENSMUSG00000070071	0	0	0	0	0	0
ENSMUSG00000070072	0	0	0	0	0	0
ENSMUSG00000070073	0	0	0	0	0	0
ENSMUSG00000070074	0	0	0	0	0	0
ENSMUSG00000070075	0	0	0	0	0	0
ENSMUSG00000070076	0	0	0	0	0	0
ENSMUSG00000070077	0	0	0	0	0	0
ENSMUSG00000070078	0	0	0	0	0	0
ENSMUSG00000070080	0	0	0	0	0	0
ENSMUSG00000070081	0	0	0	0	0	0
ENSMUSG00000070084	2	0	4	4	0	1
ENSMUSG00000070099	0	0	0	0	0	0
ENSMUSG00000070100	0	0	0	0	0	0
ENSMUSG00000070101	0	0	0	0	0	0
ENSMUSG00000070102	0	0	0	0	0	0
ENSMUSG00000070103	0	0	0	0	0	0
ENSMUSG00000070104	0	0	0	0	0	0
ENSMUSG00000070105	0	0	0	0	0	0
ENSMUSG00000070106	0	0	0	0	0	0
ENSMUSG00000070107	0	0	0	0	0	0
ENSMUSG00000070108	0	0	0	0	0	0
ENSMUSG00000070109	0	0	0	0	0	0
ENSMUSG00000070110	0	0	0	0	0	0
ENSMUSG00000070111	15	13	9	32	16	27
ENSMUSG00000070126	0	0	0	0	0	0
ENSMUSG00000070127	0	0	0	0	0	0
ENSMUSG00000070128	0	0	0	0	0	0
ENSMUSG00000070129	0	0	0	0	0	0
ENSMUSG00000070130	0	1	1	0	1	3
ENSMUSG00000070133	0	0	0	0	0	0
ENSMUSG00000070136	0	0	0	0	0	0
ENSMUSG00000070138	0	0	0	0	0	0
ENSMUSG00000070139	0	0	0	0	0	0
ENSMUSG00000070140	0	0	0	0	0	0
ENSMUSG00000070141	0	0	0	0	0	0
ENSMUSG00000070144	0	0	0	0	0	0
ENSMUSG00000070150	0	0	0	0	0	0
ENSMUSG00000070166	0	0	0	1	1	0
ENSMUSG00000070167	4	8	4	12	2	11
ENSMUSG00000070170	0	0	0	0	0	0
ENSMUSG00000070173	0	0	0	0	0	0
ENSMUSG00000070175	0	0	0	0	0	0
ENSMUSG00000070178	0	0	0	0	0	0
ENSMUSG00000070182	0	0	0	0	0	0
ENSMUSG00000070192	0	0	0	0	0	0
ENSMUSG00000070203	0	0	0	0	0	0
ENSMUSG00000070209	0	0	0	0	0	0
ENSMUSG00000070214	0	0	0	0	0	0
ENSMUSG00000070219	0	0	0	0	0	0
ENSMUSG00000070225	0	0	0	0	0	0
ENSMUSG00000070227	0	0	0	0	0	0
ENSMUSG00000070235	0	0	0	0	0	0
ENSMUSG00000070236	0	0	0	0	0	0
ENSMUSG00000070240	0	0	0	0	0	0
ENSMUSG00000070249	0	0	0	0	0	0
ENSMUSG00000070258	0	0	0	0	0	0
ENSMUSG00000070263	0	0	0	0	0	0
ENSMUSG00000070271	4	9	4	1	14	18
ENSMUSG00000070280	0	0	0	0	0	0
ENSMUSG00000070282	31	32	26	89	29	36
ENSMUSG00000070283	199	301	403	540	361	480
ENSMUSG00000070284	363	336	547	707	417	597
ENSMUSG00000070287	0	0	0	1	1	4
ENSMUSG00000070291	0	0	0	0	0	0
ENSMUSG00000070298	1	0	0	0	0	2
ENSMUSG00000070304	0	0	0	2	0	0
ENSMUSG00000070305	1	0	0	3	0	0
ENSMUSG00000070306	0	0	0	0	0	0
ENSMUSG00000070311	0	0	0	0	0	0
ENSMUSG00000070313	0	0	0	0	0	0
ENSMUSG00000070315	305	229	386	1035	418	689
ENSMUSG00000070319	1478	1894	2644	4029	2338	3109
ENSMUSG00000070323	0	0	0	1	0	0
ENSMUSG00000070324	0	0	0	0	0	0
ENSMUSG00000070327	587	342	2100	936	401	1061
ENSMUSG00000070330	1	2	0	0	2	0
ENSMUSG00000070331	2	0	0	0	0	5
ENSMUSG00000070332	0	0	0	0	0	0
ENSMUSG00000070334	0	0	0	0	0	0
ENSMUSG00000070335	0	0	0	0	0	0
ENSMUSG00000070336	5	7	15	14	8	11
ENSMUSG00000070337	0	0	0	0	0	0
ENSMUSG00000070342	0	0	0	0	0	0
ENSMUSG00000070343	5591	6919	9385	8427	8307	10906
ENSMUSG00000070345	0	0	0	0	0	1
ENSMUSG00000070348	74	5	6	89	19	27
ENSMUSG00000070354	6	0	0	7	0	2
ENSMUSG00000070360	0	0	0	0	0	0
ENSMUSG00000070366	0	0	0	0	0	0
ENSMUSG00000070368	0	2	0	6	0	0
ENSMUSG00000070369	0	0	0	0	0	0
ENSMUSG00000070371	9	3	7	18	5	3
ENSMUSG00000070372	1771	2115	2807	4954	2629	2836
ENSMUSG00000070374	0	0	0	0	0	0
ENSMUSG00000070375	0	0	0	0	0	0
ENSMUSG00000070377	0	0	0	0	0	0
ENSMUSG00000070378	2	4	3	0	1	4
ENSMUSG00000070379	0	0	0	0	0	0
ENSMUSG00000070380	0	0	0	0	0	0
ENSMUSG00000070382	0	0	0	0	0	0
ENSMUSG00000070383	0	0	0	0	0	0
ENSMUSG00000070385	0	0	0	3	1	0
ENSMUSG00000070388	0	0	0	0	0	0
ENSMUSG00000070390	0	0	0	0	0	0
ENSMUSG00000070392	27	11	11	41	14	0
ENSMUSG00000070394	1656	1609	2337	3147	1914	2297
ENSMUSG00000070407	11	5	3	29	4	2
ENSMUSG00000070417	0	0	0	0	0	0
ENSMUSG00000070419	0	0	0	0	0	0
ENSMUSG00000070420	100	102	98	251	126	173
ENSMUSG00000070421	0	0	0	0	0	0
ENSMUSG00000070423	0	0	0	0	0	0
ENSMUSG00000070424	1	2	0	0	0	0
ENSMUSG00000070425	25	36	80	22	51	132
ENSMUSG00000070426	176	203	310	399	279	460
ENSMUSG00000070427	43	37	56	94	66	81
ENSMUSG00000070436	22	5	2	45	3	0
ENSMUSG00000070438	0	0	0	0	0	0
ENSMUSG00000070443	0	0	3	10	3	3
ENSMUSG00000070448	0	0	0	0	0	0
ENSMUSG00000070458	0	0	1	0	0	0
ENSMUSG00000070459	0	0	0	0	0	0
ENSMUSG00000070460	0	0	0	0	0	0
ENSMUSG00000070461	72	48	59	90	65	75
ENSMUSG00000070462	3789	4875	7173	4738	6377	7150
ENSMUSG00000070464	0	0	0	0	0	0
ENSMUSG00000070465	0	0	0	0	0	0
ENSMUSG00000070469	0	0	0	0	0	0
ENSMUSG00000070471	0	0	0	0	0	0
ENSMUSG00000070473	1	0	1	0	0	0
ENSMUSG00000070476	10	0	0	8	0	0
ENSMUSG00000070489	0	0	0	0	0	0
ENSMUSG00000070490	5	3	4	8	0	10
ENSMUSG00000070493	3963	4934	6971	9509	5731	5877
ENSMUSG00000070495	3	0	0	1	0	4
ENSMUSG00000070498	0	1	0	2	0	2
ENSMUSG00000070501	0	0	0	0	0	0
ENSMUSG00000070504	0	0	0	0	0	0
ENSMUSG00000070509	1	0	0	2	0	0
ENSMUSG00000070520	409	427	538	877	621	853
ENSMUSG00000070522	23	28	13	39	21	11
ENSMUSG00000070524	1	0	0	8	1	0
ENSMUSG00000070526	23	0	2	12	6	5
ENSMUSG00000070527	0	0	3	0	1	2
ENSMUSG00000070529	0	0	0	0	0	0
ENSMUSG00000070530	0	0	0	0	0	0
ENSMUSG00000070531	0	0	0	0	0	0
ENSMUSG00000070532	0	0	0	0	0	0
ENSMUSG00000070533	0	0	0	0	0	0
ENSMUSG00000070544	18376	16764	23645	28852	22081	19561
ENSMUSG00000070546	0	0	0	0	0	0
ENSMUSG00000070547	0	0	0	0	0	0
ENSMUSG00000070550	0	0	0	0	0	0
ENSMUSG00000070551	0	0	0	0	0	0
ENSMUSG00000070552	0	0	0	0	0	0
ENSMUSG00000070563	0	0	0	0	0	1
ENSMUSG00000070564	0	0	0	0	0	0
ENSMUSG00000070565	36	33	49	100	50	34
ENSMUSG00000070568	0	0	0	0	0	0
ENSMUSG00000070570	0	0	0	1	0	0
ENSMUSG00000070572	170	198	261	490	216	273
ENSMUSG00000070574	0	0	0	0	0	0
ENSMUSG00000070576	5	0	0	4	1	0
ENSMUSG00000070577	0	0	0	0	0	0
ENSMUSG00000070583	33	47	40	96	26	66
ENSMUSG00000070594	0	0	0	0	0	0
ENSMUSG00000070601	0	0	0	0	1	0
ENSMUSG00000070604	3	2	1	11	0	0
ENSMUSG00000070605	133	184	199	560	219	243
ENSMUSG00000070606	0	0	0	0	0	0
ENSMUSG00000070609	0	0	0	0	0	0
ENSMUSG00000070610	0	6	17	40	18	12
ENSMUSG00000070616	0	0	0	0	0	0
ENSMUSG00000070617	0	0	0	0	0	0
ENSMUSG00000070618	0	0	0	0	0	0
ENSMUSG00000070619	0	0	0	0	0	0
ENSMUSG00000070621	0	0	0	0	0	0
ENSMUSG00000070637	0	0	0	0	0	0
ENSMUSG00000070639	1475	2522	3104	3487	3109	2678
ENSMUSG00000070641	1	0	0	0	0	1
ENSMUSG00000070643	12	0	0	4	0	0
ENSMUSG00000070644	0	0	0	4	0	0
ENSMUSG00000070645	0	0	0	0	0	0
ENSMUSG00000070661	0	0	0	0	0	0
ENSMUSG00000070667	9	4	7	1	8	9
ENSMUSG00000070677	0	0	0	0	0	0
ENSMUSG00000070683	0	0	0	0	0	0
ENSMUSG00000070686	0	0	0	0	0	0
ENSMUSG00000070687	1	0	0	0	0	0
ENSMUSG00000070690	0	0	0	0	0	0
ENSMUSG00000070691	73	8	8	29	18	34
ENSMUSG00000070692	0	12	4	1	13	14
ENSMUSG00000070695	0	1	0	2	0	0
ENSMUSG00000070697	774	891	1361	1773	1212	1462
ENSMUSG00000070699	186	179	244	414	228	277
ENSMUSG00000070702	0	0	0	0	0	0
ENSMUSG00000070704	1	0	0	2	0	0
ENSMUSG00000070705	25	24	24	99	39	51
ENSMUSG00000070708	0	0	0	0	1	0
ENSMUSG00000070709	7	2	10	20	2	9
ENSMUSG00000070713	150	942	1204	325	1117	2099
ENSMUSG00000070717	122	53	62	84	60	45
ENSMUSG00000070719	0	0	0	0	0	0
ENSMUSG00000070720	0	0	0	0	0	0
ENSMUSG00000070729	56	20	20	108	43	57
ENSMUSG00000070730	1723	1931	2990	3722	2636	3198
ENSMUSG00000070732	49	84	93	177	58	136
ENSMUSG00000070733	11870	13062	16515	14876	13371	10812
ENSMUSG00000070737	7	5	11	34	17	18
ENSMUSG00000070738	503	578	669	1401	858	1276
ENSMUSG00000070777	0	0	0	0	0	0
ENSMUSG00000070778	2	4	5	0	10	6
ENSMUSG00000070780	7	0	0	3	0	1
ENSMUSG00000070794	0	0	0	0	0	0
ENSMUSG00000070796	0	0	0	0	0	0
ENSMUSG00000070797	0	0	0	0	0	0
ENSMUSG00000070798	0	0	0	0	0	0
ENSMUSG00000070799	0	0	0	0	0	0
ENSMUSG00000070802	0	0	0	0	0	0
ENSMUSG00000070803	3497	6489	8537	12195	9342	10453
ENSMUSG00000070806	0	0	0	0	0	3
ENSMUSG00000070808	258	304	356	809	478	818
ENSMUSG00000070810	0	0	0	0	0	0
ENSMUSG00000070811	0	2	0	0	0	0
ENSMUSG00000070814	66	69	98	142	126	155
ENSMUSG00000070815	0	0	0	0	0	0
ENSMUSG00000070816	0	0	0	0	0	0
ENSMUSG00000070817	0	0	0	0	0	0
ENSMUSG00000070820	0	0	0	0	0	0
ENSMUSG00000070821	0	0	0	0	0	0
ENSMUSG00000070822	1	1	0	1	0	0
ENSMUSG00000070828	0	0	0	0	0	0
ENSMUSG00000070834	8	4	38	0	2	6
ENSMUSG00000070837	1	0	0	0	3	1
ENSMUSG00000070841	0	0	0	0	0	0
ENSMUSG00000070844	0	0	0	0	0	0
ENSMUSG00000070847	0	0	0	0	0	0
ENSMUSG00000070852	0	0	0	0	0	0
ENSMUSG00000070853	0	0	0	0	0	0
ENSMUSG00000070855	0	0	0	0	0	0
ENSMUSG00000070856	0	0	0	0	0	0
ENSMUSG00000070857	0	0	0	0	0	0
ENSMUSG00000070858	0	0	0	0	2	0
ENSMUSG00000070866	0	0	0	0	0	0
ENSMUSG00000070867	1	0	0	0	0	0
ENSMUSG00000070868	0	0	0	0	0	0
ENSMUSG00000070870	0	0	0	0	0	0
ENSMUSG00000070871	132	143	250	310	209	293
ENSMUSG00000070873	2	0	0	0	0	0
ENSMUSG00000070875	0	0	0	0	0	0
ENSMUSG00000070877	1	0	0	2	0	0
ENSMUSG00000070880	0	0	0	0	0	0
ENSMUSG00000070883	6	2	2	0	2	3
ENSMUSG00000070890	0	0	0	0	0	0
ENSMUSG00000070891	0	0	0	0	0	0
ENSMUSG00000070896	0	0	0	0	0	2
ENSMUSG00000070902	0	0	0	0	0	0
ENSMUSG00000070904	0	0	0	0	0	0
ENSMUSG00000070908	0	0	0	0	0	0
ENSMUSG00000070923	609	516	685	1490	746	933
ENSMUSG00000070933	0	0	0	0	0	0
ENSMUSG00000070934	1304	1459	2161	2779	1827	2204
ENSMUSG00000070939	231	177	245	556	304	335
ENSMUSG00000070942	16	52	74	46	45	104
ENSMUSG00000070943	0	0	0	0	0	0
ENSMUSG00000070953	200	180	221	457	295	319
ENSMUSG00000070960	22	12	15	36	9	19
ENSMUSG00000070972	74	57	59	169	70	96
ENSMUSG00000070977	0	0	0	0	0	0
ENSMUSG00000070979	1	0	0	0	0	0
ENSMUSG00000070980	0	0	0	0	0	0
ENSMUSG00000070983	0	0	0	0	0	0
ENSMUSG00000070985	2	2	5	1	1	9
ENSMUSG00000070990	0	0	0	0	0	0
ENSMUSG00000070995	1	0	0	0	0	0
ENSMUSG00000070997	9	7	20	13	27	16
ENSMUSG00000070999	0	0	0	4	0	0
ENSMUSG00000071000	0	0	0	0	0	0
ENSMUSG00000071001	0	0	0	0	0	0
ENSMUSG00000071005	0	0	0	0	0	0
ENSMUSG00000071014	695	857	1117	1487	1012	851
ENSMUSG00000071015	0	0	0	0	0	0
ENSMUSG00000071019	0	0	0	0	0	0
ENSMUSG00000071033	0	0	0	0	0	0
ENSMUSG00000071035	0	20	4	9	10	7
ENSMUSG00000071036	0	0	0	0	0	0
ENSMUSG00000071037	39	26	35	42	36	33
ENSMUSG00000071040	0	0	0	0	0	0
ENSMUSG00000071041	301	274	85	244	362	558
ENSMUSG00000071042	7	0	0	12	0	1
ENSMUSG00000071047	0	0	0	0	0	0
ENSMUSG00000071052	0	8	15	4	0	8
ENSMUSG00000071054	2805	2383	3552	5348	3824	4209
ENSMUSG00000071064	6	0	0	7	5	3
ENSMUSG00000071065	0	0	0	0	0	0
ENSMUSG00000071068	1458	1495	2640	3511	2015	1035
ENSMUSG00000071072	2020	2720	3575	4233	3289	4316
ENSMUSG00000071073	10	0	2	15	1	12
ENSMUSG00000071074	765	815	1134	1611	1128	1624
ENSMUSG00000071076	9913	4155	5738	15588	5144	12015
ENSMUSG00000071078	93	53	78	235	71	83
ENSMUSG00000071089	0	0	0	0	0	0
ENSMUSG00000071102	0	1	1	0	4	0
